doi,relevant_text_extraction,synthesis_procedure_extraction,in_final_dataset
10.1039/c3cp50918d,true,true,true
10.1039/c3cp53749h,true,true,true
10.1039/c3fd00137g,true,true,true
10.1039/c3ta13456c,true,true,true
10.1039/c3ta13955g,true,true,true
10.1039/c4dt00336e,true,true,true
10.1039/c4dt01280a,true,true,true
10.1039/c4dt03307h,true,true,true
10.1039/c4dt03432e,true,true,true
10.1039/c4ta00072b,true,true,true
10.1039/c4ta00658e,true,true,true
10.1039/c4ta04355c,true,true,true
10.1039/c5ee02600h,true,true,true
10.1039/c5nr09037g,true,true,true
10.1039/c5ra12312g,true,true,true
10.1039/c5sc00910c,true,true,true
10.1039/c5sc02966j,true,true,true
10.1039/c5ta03473f,true,true,true
10.1039/c5tc01248a,true,true,true
10.1039/c5tc01509j,true,true,true
10.1039/c5tc01535a,true,true,true
10.1039/c5tc01648g,true,true,true
10.1039/c5tc02025e,true,false,false
10.1039/c5tc02318a,true,true,true
10.1039/c5tc04448k,true,true,true
10.1039/c6cp02287a,true,true,true
10.1039/c6cp05523k,true,true,true
10.1039/c6dt01298a,true,true,true
10.1039/c6ra06688g,true,true,true
10.1039/c6ra25052a,true,true,true
10.1039/c6ra27418h,true,true,true
10.1039/c6ra27974k,true,true,true
10.1039/c6ra28839a,true,true,true
10.1039/c6ta05878g,true,true,true
10.1039/c6ta06285g,true,true,true
10.1039/c6ta09322a,true,true,true
10.1039/c6tb02813f,true,true,true
10.1039/c6tc00867d,true,true,true
10.1039/c6tc00893c,true,true,true
10.1039/c6tc02929a,true,true,true
10.1039/c7dt03223d,true,true,true
10.1039/c7dt03787b,true,true,true
10.1039/c7ee01047h,true,true,true
10.1039/c7ra00125h,true,true,true
10.1039/c7ra01975k,true,true,true
10.1039/c7ra02174g,true,true,true
10.1039/c7ra02366a,true,true,true
10.1039/c7ra04256f,true,true,true
10.1039/c7ra04642a,true,true,true
10.1039/c7ra05609e,true,true,true
10.1039/c7ra05644c,true,true,true
10.1039/c7ra06413f,true,true,true
10.1039/c7ra08295a,true,true,true
10.1039/c7ra08446c,true,true,true
10.1039/c7ra08916c,true,true,true
10.1039/c7ra09332b,true,true,true
10.1039/c7ra09446a,true,true,true
10.1039/c7ra09473f,true,true,true
10.1039/c7ra12694h,true,true,true
10.1039/c7ra12905j,true,true,true
10.1039/c7ra13181j,true,true,true
10.1039/c7ra13671d,true,false,false
10.1039/c7sm01702b,true,true,true
10.1039/c7ta06817d,true,true,true
10.1039/c7ta09570h,true,true,true
10.1039/c8ee00449h,true,true,true
10.1039/c8na00123e,true,true,true
10.1039/c8na00160j,true,true,true
10.1039/c8nj05320k,true,true,true
10.1039/c8nr03924k,true,true,true
10.1039/c8nr04566f,true,true,true
10.1039/c8nr06922k,true,true,true
10.1039/c8ra00037a,true,true,true
10.1039/c8ra00224j,true,true,true
10.1039/c8ra01691g,true,true,true
10.1039/c8ra02374c,true,true,true
10.1039/c8ra02455c,true,true,true
10.1039/c8ra04282a,true,true,true
10.1039/c8ra05188g,true,true,true
10.1039/c8ra05747h,true,true,true
10.1039/c8ra06094k,true,true,true
10.1039/c8ra08271e,true,true,true
10.1039/c8ra08532c,true,true,true
10.1039/c8ra08573k,true,true,true
10.1039/c8ra08694j,true,true,true
10.1039/c8ra09166h,true,true,true
10.1039/c8ra09802f,true,true,true
10.1039/c8ra10397f,true,true,true
10.1039/c8tc00053k,true,true,true
10.1039/c8tc03142h,true,true,true
10.1039/c9cc03441b,true,true,true
10.1039/c9cp04911h,true,true,true
10.1039/c9dt02768h,true,true,true
10.1039/c9na00361d,true,true,true
10.1039/c9na00438f,true,true,true
10.1039/c9na00619b,true,true,true
10.1039/c9ra00768g,true,true,true
10.1039/c9ra03242h,true,true,true
10.1039/c9ra03295a,true,true,true
10.1039/c9ra03620b,true,true,true
10.1039/c9ra06110j,true,true,true
10.1039/c9ra06353f,true,false,false
10.1039/c9ra08626a,true,true,true
10.1039/c9ra09272b,true,true,true
10.1039/c9ra09603e,true,true,true
10.1039/c9sc00485h,true,true,true
10.1039/c9se00722a,true,true,true
10.1039/c9ta02883h,true,true,true
10.1039/c9ta07689a,true,true,true
10.1039/c9ta10128d,true,true,true
10.1039/c9tc03410b,true,true,true
10.1039/c9tc04008k,true,true,true
10.1039/d0cp00247j,true,true,true
10.1039/d0ee01363c,true,true,true
10.1039/d0ma00925c,true,true,true
10.1039/d0qi00888e,true,true,true
10.1039/d0ra01542c,true,true,true
10.1039/d0ra02532a,true,true,true
10.1039/d0ra10384e,true,true,true
10.1039/d0ta04644b,true,true,true
10.1039/d0ta05762b,true,true,true
10.1039/d0ta07508f,true,true,true
10.1039/d1ee01265g,true,true,true
10.1039/d1ee02929k,true,true,true
10.1039/d1ee03691b,true,true,true
10.1039/d1ma00121c,true,true,true
10.1039/d1ma00448d,true,true,true
10.1039/d1ma00875g,true,true,true
10.1039/d1ma00987g,true,true,true
10.1039/d1ra02704b,true,true,true
10.1039/d1ra03760a,true,true,true
10.1039/d1ra04270j,true,true,true
10.1039/d1ra06197f,true,true,true
10.1039/d1ra07244g,true,true,true
10.1039/d1ra08690a,true,true,true
10.1039/d2na00072e,true,true,true
10.1039/d2ra01546c,true,true,true
10.1039/d2ra03317h,true,true,true
10.1039/d2ra06750a,true,true,true
10.1039/d2ra06923g,true,true,true
10.1039/d2sc06772b,true,true,true
10.1039/d3fd00139c,true,true,true
10.1039/d3ra00583f,true,true,true
10.1039/d3ra01469j,true,true,true
10.1039/d4ra06184e,true,true,true
10.1051/epjconf/20111501003,true,true,true
10.1051/epjconf/20111503003,true,true,true
10.1051/epjconf/20122900018,true,true,true
10.1051/epjconf/20134006003,true,true,true
10.1051/epjconf/20134015015,true,true,true
10.1051/epjconf/20147503004,true,true,true
10.1051/epjconf/20147503006,true,true,true
10.1051/epjconf/20147506007,true,true,true
10.1051/epjconf/201715107002,true,true,true
10.1051/epjconf/201818504020,true,true,true
10.1051/epjconf/201818505001,true,true,true
10.1051/epjconf/201818507008,true,true,true
10.1051/matecconf/201713601007,true,true,true
10.1051/matecconf/201819702008,true,true,true
10.1051/matecconf/201821804027,true,true,true
10.1063/1.2913170,true,true,true
10.1063/1.3067868,true,true,true
10.1063/1.3124361,true,true,true
10.1063/1.3159813,false,false,false
10.1063/1.3580260,true,true,true
10.1063/1.3651757,true,true,true
10.1063/1.3698169,true,true,true
10.1063/1.4733340,true,true,true
10.1063/1.4761954,true,true,true
10.1063/1.4766936,true,true,true
10.1063/1.4767464,true,true,true
10.1063/1.4793486,true,true,true
10.1063/1.4794733,true,true,true
10.1063/1.4799063,true,true,true
10.1063/1.4811815,true,true,true
10.1063/1.4813540,true,true,true
10.1063/1.4817576,true,true,true
10.1063/1.4818356,true,true,true
10.1063/1.4821626,true,true,true
10.1063/1.4821884,true,true,true
10.1063/1.4827595,false,false,false
10.1063/1.4833055,true,true,true
10.1063/1.4860948,true,true,true
10.1063/1.4862955,true,true,true
10.1063/1.4871984,true,true,true
10.1063/1.4884435,true,true,true
10.1063/1.4893236,true,true,true
10.1063/1.4893241,true,true,true
10.1063/1.4896435,true,true,true
10.1063/1.4896936,true,true,true
10.1063/1.4902159,true,true,true
10.1063/1.4903773,true,true,true
10.1063/1.4906101,true,true,true
10.1063/1.4908003,true,true,true
10.1063/1.4913919,true,true,true
10.1063/1.4913967,true,true,true
10.1063/1.4913992,true,true,true
10.1063/1.4914509,true,true,true
10.1063/1.4916217,true,true,true
10.1063/1.4916526,true,true,true
10.1063/1.4917044,false,false,false
10.1063/1.4918687,true,true,true
10.1063/1.4919786,true,true,true
10.1063/1.4921025,true,true,true
10.1063/1.4921480,true,true,true
10.1063/1.4923087,true,true,true
10.1063/1.4926386,true,true,true
10.1063/1.4926611,true,true,true
10.1063/1.4928459,true,true,true
10.1063/1.4930592,true,true,true
10.1063/1.4930602,true,true,true
10.1063/1.4931161,true,true,true
10.1063/1.4931820,false,false,false
10.1063/1.4931951,true,true,true
10.1063/1.4932381,true,true,true
10.1063/1.4934790,true,true,true
10.1063/1.4935051,true,false,false
10.1063/1.4936829,true,true,true
10.1063/1.4938565,true,true,true
10.1063/1.4941838,true,true,true
10.1063/1.4942556,true,true,true
10.1063/1.4942824,true,true,true
10.1063/1.4942955,true,true,true
10.1063/1.4943150,true,true,true
10.1063/1.4943242,true,true,true
10.1063/1.4943356,true,true,true
10.1063/1.4943358,true,true,true
10.1063/1.4943924,true,true,true
10.1063/1.4943925,true,true,true
10.1063/1.4943929,true,true,true
10.1063/1.4943931,true,true,true
10.1063/1.4943932,true,true,true
10.1063/1.4944066,true,true,true
10.1063/1.4944071,true,true,true
10.1063/1.4944080,true,true,true
10.1063/1.4944403,true,true,true
10.1063/1.4944405,true,true,true
10.1063/1.4944517,true,true,true
10.1063/1.4944590,true,true,true
10.1063/1.4944655,true,true,true
10.1063/1.4944703,true,true,true
10.1063/1.4944767,true,true,true
10.1063/1.4944771,true,true,true
10.1063/1.4945040,true,true,true
10.1063/1.4949008,true,true,true
10.1063/1.4950809,true,true,true
10.1063/1.4950947,true,true,true
10.1063/1.4952994,true,true,true
10.1063/1.4953173,true,true,true
10.1063/1.4953237,true,true,true
10.1063/1.4953439,true,true,true
10.1063/1.4954499,true,false,false
10.1063/1.4955398,true,true,true
10.1063/1.4955400,true,true,true
10.1063/1.4958830,true,true,true
10.1063/1.4960697,true,true,true
10.1063/1.4961660,true,true,true
10.1063/1.4971759,true,true,true
10.1063/1.4971798,true,true,true
10.1063/1.4972798,true,false,false
10.1063/1.4973207,true,true,true
10.1063/1.4973396,true,true,true
10.1063/1.4973438,true,true,true
10.1063/1.4973732,true,true,true
10.1063/1.4974277,true,true,true
10.1063/1.4974307,true,true,true
10.1063/1.4974914,true,true,true
10.1063/1.4974976,true,true,true
10.1063/1.4975695,true,true,true
10.1063/1.4975696,true,true,true
10.1063/1.4977550,true,true,true
10.1063/1.4977717,true,true,true
10.1063/1.4977722,true,true,true
10.1063/1.4977883,true,true,true
10.1063/1.4977890,true,true,true
10.1063/1.4977892,true,true,true
10.1063/1.4978317,true,true,true
10.1063/1.4978459,true,true,true
10.1063/1.4978658,true,true,true
10.1063/1.4978698,true,true,true
10.1063/1.4979816,true,true,true
10.1063/1.4983402,true,true,true
10.1063/1.4983404,true,true,true
10.1063/1.4985669,true,true,true
10.1063/1.4986760,true,true,true
10.1063/1.4991468,true,true,true
10.1063/1.4991941,true,true,true
10.1063/1.4993698,true,true,true
10.1063/1.4994015,true,true,true
10.1063/1.4994035,true,true,true
10.1063/1.4994043,true,true,true
10.1063/1.4994057,true,true,true
10.1063/1.4994144,true,true,true
10.1063/1.5001991,true,true,true
10.1063/1.5003035,true,true,true
10.1063/1.5003826,true,true,true
10.1063/1.5003877,true,true,true
10.1063/1.5005869,true,true,true
10.1063/1.5006304,true,true,true
10.1063/1.5006350,true,true,true
10.1063/1.5006481,true,true,true
10.1063/1.5006515,true,true,true
10.1063/1.5006676,true,true,true
10.1063/1.5006687,true,true,true
10.1063/1.5006989,true,true,true
10.1063/1.5007109,true,true,true
10.1063/1.5007112,true,true,true
10.1063/1.5007214,true,true,true
10.1063/1.5007248,true,true,true
10.1063/1.5007249,true,true,true
10.1063/1.5007272,true,true,true
10.1063/1.5007756,true,true,true
10.1063/1.5007760,true,true,true
10.1063/1.5007794,true,false,false
10.1063/1.5009594,true,true,true
10.1063/1.5019870,true,true,true
10.1063/1.5025482,true,true,true
10.1063/1.5029288,true,true,true
10.1063/1.5034569,true,true,true
10.1063/1.5035307,true,true,true
10.1063/1.5036616,true,true,true
10.1063/1.5040890,true,true,true
10.1063/1.5043121,true,true,true
10.1063/1.5043389,true,true,true
10.1063/1.5050852,true,true,true
10.1063/1.5066296,true,true,true
10.1063/1.5066594,true,true,true
10.1063/1.5078411,true,true,true
10.1063/1.5078505,true,true,true
10.1063/1.5079727,true,true,true
10.1063/1.5079848,true,true,true
10.1063/1.5080161,true,true,true
10.1063/1.5085232,true,true,true
10.1063/1.5096530,true,true,true
10.1063/1.5104295,true,true,true
10.1063/1.5112142,true,true,true
10.1063/1.5116882,true,true,true
10.1063/1.5118893,true,true,true
10.1063/1.5119962,true,true,true
10.1063/1.5122677,true,true,true
10.1063/1.5123783,true,true,true
10.1063/1.5128659,true,true,true
10.1063/1.5129909,true,true,true
10.1063/1.5129953,true,true,true
10.1063/1.5130036,true,true,true
10.1063/1.5130073,true,true,true
10.1063/1.5130412,true,true,true
10.1063/1.5130419,true,true,true
10.1063/1.5130476,true,true,true
10.1063/1.5130486,true,true,true
10.1063/1.5139472,true,true,true
10.1063/1.5143316,true,true,true
10.1063/1.5143713,true,true,true
10.1063/1.5143839,true,true,true
10.1063/5.0004661,true,true,true
10.1063/5.0012463,true,true,true
10.1063/5.0023660,true,true,true
10.1063/5.0049891,true,true,true
10.1063/5.0056533,true,true,true
10.1063/5.0057299,true,true,true
10.1063/5.0079762,true,true,true
10.1063/5.0086805,true,true,true
10.1063/5.0088002,true,true,true
10.1063/5.0093195,true,true,true
10.1063/5.0100912,true,true,true
10.1063/5.0107582,true,true,true
10.1063/5.0108367,true,true,true
10.1063/5.0132099,true,true,true
10.1063/9.0000056,true,true,true
10.1063/9.0000119,true,true,true
10.1063/9.0000269,true,true,true
10.1063/9.0000303,true,true,true
10.1063/9.0000524,true,true,true
10.1073/pnas.1818910116,true,true,true
10.1073/pnas.2300197120,true,true,true
10.1080/14686996.2017.1393633,false,false,false
10.1080/14686996.2019.1662272,true,true,true
10.1080/14686996.2020.1726715,true,true,true
10.1080/16583655.2022.2059953,true,true,true
10.1080/19475411.2011.637994,true,true,true
10.1080/21663831.2016.1244116,true,true,true
10.1080/21663831.2017.1386240,true,true,true
10.1080/21663831.2018.1437571,true,true,true
10.1080/21663831.2018.1511635,true,true,true
10.1080/21663831.2019.1594427,true,true,true
10.1080/21663831.2022.2104139,true,true,true
10.1080/21870764.2019.1595929,true,true,true
10.1080/21870764.2020.1723197,true,true,true
10.1080/21870764.2020.1824325,true,true,true
10.1080/21870764.2021.1907025,true,true,true
10.1088/0022-3727/48/31/314010,true,true,true
10.1088/0268-1242/29/6/064003,true,true,true
10.1088/0953-8984/26/9/095801,true,true,true
10.1088/0957-4484/26/27/275605,true,true,true
10.1088/1361-6463/aa6cee,true,true,true
10.1088/1361-648x/ab8a9e,true,true,true
10.1088/1361-648x/accd38,true,true,true
10.1088/1367-2630/10/6/063021,true,true,true
10.1088/1367-2630/10/9/093017,true,true,true
10.1088/1367-2630/11/2/025006,true,true,true
10.1088/1367-2630/15/4/043029,true,false,false
10.1088/1367-2630/16/1/013057,true,true,true
10.1088/1367-2630/17/5/053029,true,true,true
10.1088/1367-2630/18/1/013024,true,true,true
10.1088/1367-2630/18/1/015008,true,true,true
10.1088/1367-2630/18/8/083029,false,false,false
10.1088/1367-2630/aa7b58,true,false,false
10.1088/1367-2630/aad213,true,true,true
10.1088/1367-2630/aae4a8,true,true,true
10.1088/1468-6996/10/1/015007,true,true,true
10.1088/1468-6996/15/1/014201,true,true,true
10.1088/1468-6996/15/3/035012,true,true,true
10.1088/1468-6996/15/4/044801,true,false,false
10.1088/1468-6996/15/4/044802,true,true,true
10.1088/1468-6996/15/6/064801,true,true,true
10.1088/1468-6996/16/3/035010,true,true,true
10.1088/1742-6596/1011/1/012009,true,true,true
10.1088/1742-6596/1011/1/012058,true,true,true
10.1088/1742-6596/1011/1/012059,true,true,true
10.1088/1742-6596/1011/1/012068,true,true,true
10.1088/1742-6596/1253/1/012026,true,true,true
10.1088/1742-6596/1282/1/012022,true,true,true
10.1088/1742-6596/1282/1/012026,true,true,true
10.1088/1742-6596/1389/1/012061,true,true,true
10.1088/1742-6596/1389/1/012094,true,true,true
10.1088/1742-6596/2013/1/012022,true,true,true
10.1088/1742-6596/2370/1/012033,true,true,true
10.1088/1742-6596/439/1/012015,true,true,true
10.1088/1742-6596/476/1/012036,true,true,true
10.1088/1742-6596/476/1/012139,true,true,true
10.1088/1742-6596/502/1/012017,true,true,true
10.1088/1742-6596/534/1/012038,true,true,true
10.1088/1742-6596/534/1/012043,true,true,true
10.1088/1742-6596/568/2/022035,true,true,true
10.1088/1742-6596/568/4/042020,false,false,false
10.1088/1742-6596/568/4/042033,true,true,true
10.1088/1742-6596/592/1/012002,true,true,true
10.1088/1742-6596/592/1/012032,true,true,true
10.1088/1742-6596/647/1/012004,true,false,false
10.1088/1742-6596/667/1/012001,true,false,false
10.1088/1742-6596/683/1/012011,true,true,true
10.1088/1742-6596/741/1/012205,true,true,true
10.1088/1742-6596/747/1/012039,true,true,true
10.1088/1742-6596/755/1/012028,true,true,true
10.1088/1742-6596/755/1/012035,true,true,true
10.1088/1742-6596/776/1/012013,true,true,true
10.1088/1742-6596/776/1/012015,true,true,true
10.1088/1742-6596/776/1/012017,true,true,true
10.1088/1742-6596/776/1/012020,true,true,true
10.1088/1742-6596/776/1/012021,true,true,true
10.1088/1742-6596/776/1/012046,true,true,true
10.1088/1742-6596/816/1/012006,true,true,true
10.1088/1742-6596/817/1/012052,true,true,true
10.1088/1742-6596/869/1/012017,true,true,true
10.1088/1742-6596/877/1/012015,true,true,true
10.1088/1742-6596/901/1/012157,true,true,true
10.1088/1742-6596/901/1/012158,true,true,true
10.1088/1742-6596/903/1/012015,true,true,true
10.1088/1742-6596/903/1/012032,true,true,true
10.1088/1742-6596/935/1/012007,true,true,true
10.1088/1742-6596/939/1/012013,true,true,true
10.1088/1742-6596/985/1/012044,true,true,true
10.1088/1742-6596/985/1/012047,true,true,true
10.1088/1757-899x/112/1/012009,true,true,true
10.1088/1757-899x/130/1/012026,false,false,false
10.1088/1757-899x/149/1/012171,true,true,true
10.1088/1757-899x/149/1/012194,true,true,true
10.1088/1757-899x/167/1/012030,true,true,true
10.1088/1757-899x/188/1/012014,false,false,false
10.1088/1757-899x/196/1/012016,true,true,true
10.1088/1757-899x/202/1/012048,true,true,true
10.1088/1757-899x/202/1/012051,true,true,true
10.1088/1757-899x/202/1/012090,true,true,true
10.1088/1757-899x/204/1/012001,true,true,true
10.1088/1757-899x/214/1/012008,true,true,true
10.1088/1757-899x/214/1/012009,true,true,true
10.1088/1757-899x/214/1/012021,true,true,true
10.1088/1757-899x/242/1/012024,true,true,true
10.1088/1757-899x/305/1/012012,true,true,true
10.1088/1757-899x/310/1/012107,true,true,true
10.1088/1757-899x/340/1/012004,true,true,true
10.1088/1757-899x/343/1/012008,true,true,true
10.1088/1757-899x/572/1/012068,true,true,true
10.1088/1757-899x/60/1/012045,true,true,true
10.1088/1757-899x/678/1/012141,true,true,true
10.1088/1757-899x/73/1/012042,true,true,true
10.1088/1757-899x/73/1/012082,true,true,true
10.1088/1757-899x/77/1/012011,true,true,true
10.1088/1757-899x/77/1/012046,true,true,true
10.1088/1757-899x/774/1/012056,true,true,true
10.1088/1757-899x/87/1/012092,true,true,true
10.1088/1757-899x/92/1/012008,true,true,true
10.1088/2043-6254/aa7222,true,true,true
10.1088/2043-6254/aa853a,true,true,true
10.1088/2043-6254/aac42d,true,true,true
10.1088/2043-6262/3/1/015016,true,true,true
10.1088/2043-6262/6/4/045013,true,true,true
10.1088/2043-6262/7/1/015011,true,true,true
10.1088/2053-1583/aa57fc,true,true,true
10.1088/2053-1591/3/10/106101,true,true,true
10.1088/2053-1591/ab532d,true,true,true
10.1088/2053-1591/ab5d26,true,true,true
10.1088/2053-1591/ab5ddd,true,true,true
10.1088/2053-1591/ab6493,true,true,true
10.1088/2053-1591/ab6544,true,true,true
10.1088/2053-1591/ab6a51,true,true,true
10.1088/2053-1591/ab6a58,true,true,true
10.1088/2053-1591/ab6c9c,true,true,true
10.1088/2053-1591/ab778b,true,true,true
10.1088/2053-1591/ab7d5a,true,true,true
10.1088/2053-1591/ab875b,true,true,true
10.1088/2053-1591/ac0f1b,true,true,true
10.1088/2399-6528/ab3336,true,true,true
10.1088/2399-6528/ab5ea8,true,true,true
10.1088/2515-7655/abf41a,true,true,true
10.1093/nsr/nwz157,true,true,true
10.1098/rsos.170339,true,true,true
10.1098/rsos.181017,true,true,true
10.1098/rsos.181799,true,true,true
10.1098/rsos.190870,true,true,true
10.1098/rsos.200642,true,true,true
10.1098/rsta.2019.0037,true,true,true
10.1100/2012/149670,true,true,true
10.1103/physrevb.101.235106,true,false,false
10.1103/physrevb.41.2623,true,true,true
10.1103/physrevb.72.224422,true,true,true
10.1103/physrevb.90.144433,true,true,true
10.1103/physrevb.92.125436,true,true,true
10.1103/physrevmaterials.2.051001,true,true,true
10.1103/physrevmaterials.2.084407,true,true,true
10.1103/physrevmaterials.3.061601,true,true,true
10.1103/physrevmaterials.4.054002,true,true,true
10.1103/physrevmaterials.5.015404,true,true,true
10.1103/physrevresearch.3.013151,true,true,true
10.1103/physrevx.1.021005,false,false,false
10.1103/physrevx.10.041008,true,true,true
10.1103/physrevx.8.041047,true,true,true
10.1107/s1600576713031233,true,true,true
10.1107/s2052252516012707,true,true,true
10.1107/s205225251801326x,true,true,true
10.1108/rpj-06-2018-0136,true,true,true
10.1111/jace.17541,true,true,true
10.1111/jace.18483,true,true,true
10.1126/sciadv.1601378,true,true,true
10.1126/sciadv.aar5606,true,true,true
10.1126/sciadv.aar8027,true,true,true
10.1126/sciadv.aat5935,true,true,true
10.1126/sciadv.aat7158,true,true,true
10.1126/sciadv.aaw6183,true,true,true
10.1126/sciadv.aay6407,true,true,true
10.1126/sciadv.aaz8423,true,true,true
10.1126/sciadv.abc0726,true,true,true
10.1126/sciadv.abc1977,true,true,true
10.1126/sciadv.abe9439,true,true,true
10.1134/s1063783409020073,true,true,true
10.1140/epjb/e2004-00179-8,true,true,true
10.1142/s2010135x18500029,true,true,true
10.1142/s2010135x19500206,true,true,true
10.1142/s2010135x20500320,true,true,true
10.1149/1945-7111/abc4c0,true,true,true
10.1149/1945-7111/ac64cb,true,true,true
10.1149/2.0031410jss,true,true,true
10.1149/2.0031710jes,true,true,true
10.1149/2.0101410jss,true,true,true
10.1149/2.0151609jss,true,true,true
10.1149/2.0181904jes,true,true,true
10.1149/2.0501903jes,true,true,true
10.1149/2.0771609jes,true,true,true
10.1149/2.0981509jes,true,true,true
10.1155/1993/32872,true,false,false
10.1155/1993/82760,true,true,true
10.1155/1997/89056,true,true,true
10.1155/2010/793854,true,true,true
10.1155/2011/182543,true,true,true
10.1155/2011/720937,true,true,true
10.1155/2011/930243,true,true,true
10.1155/2012/165849,true,true,true
10.1155/2012/323145,true,true,true
10.1155/2012/759750,true,true,true
10.1155/2012/801240,true,true,true
10.1155/2013/131537,true,true,true
10.1155/2013/172504,true,true,true
10.1155/2013/201017,true,true,true
10.1155/2013/210767,true,true,true
10.1155/2013/427489,true,true,true
10.1155/2013/502150,true,true,true
10.1155/2013/635647,true,true,true
10.1155/2013/710432,true,true,true
10.1155/2013/713684,true,true,true
10.1155/2013/718365,true,true,true
10.1155/2013/815925,true,true,true
10.1155/2013/821657,true,true,true
10.1155/2013/934234,true,true,true
10.1155/2013/973060,true,true,true
10.1155/2014/138789,true,true,true
10.1155/2014/284634,true,true,true
10.1155/2014/452468,true,true,true
10.1155/2014/842495,true,true,true
10.1155/2015/135130,true,true,true
10.1155/2015/151740,true,true,true
10.1155/2015/202415,true,true,true
10.1155/2015/294239,true,true,true
10.1155/2015/385215,true,true,true
10.1155/2015/496739,true,true,true
10.1155/2015/820893,true,true,true
10.1155/2015/854840,true,true,true
10.1155/2016/7091241,true,true,true
10.1155/2016/8528617,true,true,true
10.1155/2017/4365682,true,true,true
10.1155/2017/6412042,true,true,true
10.1155/2017/7868121,true,true,true
10.1155/2017/9437487,true,true,true
10.1155/2018/5686741,true,true,true
10.1155/2018/6152020,true,true,true
10.1155/2018/6457534,true,true,true
10.1155/2018/7096195,true,true,true
10.1155/2018/9380573,true,true,true
10.1155/2018/9725321,true,true,true
10.11648/j.ijmsa.20170605.13,true,true,true
10.1179/1743676115y.0000000054,true,true,true
10.1186/1556-276x-6-548,true,true,true
10.1186/1556-276x-8-16,true,true,true
10.1186/1556-276x-8-196,true,true,true
10.1186/1556-276x-8-345,true,true,true
10.1186/1556-276x-8-423,true,true,true
10.1186/1556-276x-8-446,true,true,true
10.1186/1556-276x-9-415,true,true,true
10.1186/1556-276x-9-498,true,true,true
10.1186/1752-153x-5-19,true,true,true
10.1186/1752-153x-6-23,true,true,true
10.1186/s11671-015-0834-2,true,true,true
10.1186/s11671-015-0863-x,true,true,true
10.1186/s11671-015-0971-7,true,true,true
10.1186/s11671-015-1091-0,true,true,true
10.1186/s11671-016-1227-x,true,true,true
10.1186/s11671-016-1345-5,true,true,true
10.1186/s11671-016-1406-9,true,true,true
10.1186/s11671-016-1407-8,true,true,true
10.1186/s11671-016-1562-y,true,true,true
10.1186/s11671-016-1645-9,true,true,true
10.1186/s11671-016-1823-9,true,true,true
10.1186/s11671-017-1884-4,true,true,true
10.1186/s11671-017-1899-x,true,true,true
10.1186/s11671-017-2061-5,true,true,true
10.1186/s11671-017-2367-3,true,true,true
10.1186/s11671-017-2372-6,true,true,true
10.1186/s11671-017-2387-z,true,true,true
10.1186/s11671-018-2553-y,true,true,true
10.1186/s11671-018-2562-x,true,true,true
10.1186/s11671-019-3010-2,true,true,true
10.1186/s11671-019-3190-9,true,true,true
10.1186/s11671-019-3243-0,true,true,true
10.1186/s40580-020-0218-x,true,true,true
10.12693/aphyspola.112.419,true,true,true
10.12693/aphyspola.113.111,true,true,true
10.12693/aphyspola.113.383,true,true,true
10.12693/aphyspola.113.533,true,true,true
10.12693/aphyspola.118.1005,true,true,true
10.12693/aphyspola.118.1020,true,true,true
10.12693/aphyspola.118.811,true,true,true
10.12693/aphyspola.118.971,true,true,true
10.12693/aphyspola.123.752,false,false,false
10.12693/aphyspola.124.728,true,true,true
10.12693/aphyspola.125.1344,true,true,true
10.12693/aphyspola.125.538,true,true,true
10.12693/aphyspola.126.174,true,true,true
10.12693/aphyspola.126.178,true,true,true
10.12693/aphyspola.126.527,true,true,true
10.12693/aphyspola.126.90,true,true,true
10.12693/aphyspola.127.1656,true,true,true
10.12693/aphyspola.127.287,false,false,false
10.12693/aphyspola.127.309,true,true,true
10.12693/aphyspola.127.382,true,true,true
10.12693/aphyspola.127.517,true,true,true
10.12693/aphyspola.127.611,true,true,true
10.12693/aphyspola.127.827,true,true,true
10.12693/aphyspola.128.91,true,true,true
10.12693/aphyspola.128.94,true,true,true
10.12693/aphyspola.129.35,true,true,true
10.12693/aphyspola.130.1255,true,true,true
10.12693/aphyspola.131.1006,true,true,true
10.12693/aphyspola.131.1105,true,true,true
10.12693/aphyspola.131.1212,true,true,true
10.12693/aphyspola.131.654,true,true,true
10.12693/aphyspola.131.726,true,true,true
10.12693/aphyspola.131.813,true,true,true
10.12693/aphyspola.132.770,true,true,true
10.12693/aphyspola.133.447,true,true,true
10.12693/aphyspola.133.450,true,true,true
10.12693/aphyspola.133.645,true,true,true
10.12693/aphyspola.133.666,true,true,true
10.12693/aphyspola.133.669,true,true,true
10.12693/aphyspola.133.680,true,true,true
10.12693/aphyspola.134.1180,true,true,true
10.12693/aphyspola.136.548,true,true,true
10.12693/aphyspola.137.767,true,true,true
10.12693/aphyspola.138.166,true,true,true
10.12693/aphyspola.144.333,true,true,true
10.13005/ojc/3404045,true,true,true
10.13168/cs.2016.0010,true,true,true
10.1371/journal.pone.0047822,true,true,true
10.1371/journal.pone.0090055,true,true,true
10.1371/journal.pone.0095287,true,true,true
10.1371/journal.pone.0162891,true,true,true
10.1371/journal.pone.0167084,true,true,true
10.1371/journal.pone.0170075,true,true,true
10.1380/ejssnt.2005.97,true,true,true
10.1515/amm-2015-0104,true,true,true
10.1515/amm-2017-0140,true,true,true
10.1515/amm-2017-0142,true,true,true
10.1515/amm-2017-0155,true,true,true
